AveragedExtractionTask1.5,AveragedExtractionTask1.6,AveragedExtractionTask1.7,AveragedExtractionTask1.8,AveragedExtractionTask1.9,AveragedExtractionTask2.0,AveragedExtractionTask2.1,AveragedExtractionTask2.2,AveragedExtractionTask2.3,AveragedExtractionTask2.4,AveragedExtractionTask2.5,AveragedExtractionTask2.6,AveragedExtractionTask2.7,AveragedExtractionTask2.8,AveragedExtractionTask2.9,AveragedExtractionTask3.0,MedianIntegrationExtractionTask1.5,MedianIntegrationExtractionTask1.6,MedianIntegrationExtractionTask1.7,MedianIntegrationExtractionTask1.8,MedianIntegrationExtractionTask1.9,MedianIntegrationExtractionTask2.0,MedianIntegrationExtractionTask2.1,MedianIntegrationExtractionTask2.2,MedianIntegrationExtractionTask2.3,MedianIntegrationExtractionTask2.4,MedianIntegrationExtractionTask2.5,MedianIntegrationExtractionTask2.6,MedianIntegrationExtractionTask2.7,MedianIntegrationExtractionTask2.8,MedianIntegrationExtractionTask2.9,MedianIntegrationExtractionTask3.0,ThresholdAverageExtractionTask1.5,ThresholdAverageExtractionTask1.6,ThresholdAverageExtractionTask1.7,ThresholdAverageExtractionTask1.8,ThresholdAverageExtractionTask1.9,ThresholdAverageExtractionTask2.0,ThresholdAverageExtractionTask2.1,ThresholdAverageExtractionTask2.2,ThresholdAverageExtractionTask2.3,ThresholdAverageExtractionTask2.4,ThresholdAverageExtractionTask2.5,ThresholdAverageExtractionTask2.6,ThresholdAverageExtractionTask2.7,ThresholdAverageExtractionTask2.8,ThresholdAverageExtractionTask2.9,ThresholdAverageExtractionTask3.0,ThresholdMedianIntegrationExtractionTask1.5,ThresholdMedianIntegrationExtractionTask1.6,ThresholdMedianIntegrationExtractionTask1.7,ThresholdMedianIntegrationExtractionTask1.8,ThresholdMedianIntegrationExtractionTask1.9,ThresholdMedianIntegrationExtractionTask2.0,ThresholdMedianIntegrationExtractionTask2.1,ThresholdMedianIntegrationExtractionTask2.2,ThresholdMedianIntegrationExtractionTask2.3,ThresholdMedianIntegrationExtractionTask2.4,ThresholdMedianIntegrationExtractionTask2.5,ThresholdMedianIntegrationExtractionTask2.6,ThresholdMedianIntegrationExtractionTask2.7,ThresholdMedianIntegrationExtractionTask2.8,ThresholdMedianIntegrationExtractionTask2.9,ThresholdMedianIntegrationExtractionTask3.0
MedianIntegrationExtractionTask1.7,2.0,5.0,7.0,18.0,10.0,4.0,11.0,7.0,7.0,13.0,2.0,8.0,9.0,4.0,6.0
MedianIntegrationExtractionTask1.8,3.0,5.0,7.0,8.0,6.0,4.0,7.0,7.0,6.0,14.0,2.0,8.0,9.0,4.0,6.0
MedianIntegrationExtractionTask1.9,4.0,5.0,6.0,7.0,6.0,3.0,7.0,7.0,7.0,12.0,2.0,4.0,8.0,3.0,4.0
MedianIntegrationExtractionTask2.0,4.0,5.0,6.0,7.0,4.0,3.0,5.0,8.0,6.0,12.0,2.0,4.0,5.0,3.0,5.0
MedianIntegrationExtractionTask2.1,4.0,5.0,8.0,7.0,4.0,3.0,4.0,9.0,6.0,10.0,2.0,4.0,5.0,3.0,7.0
MedianIntegrationExtractionTask2.2,4.0,5.0,8.0,7.0,4.0,3.0,4.0,9.0,6.0,8.0,2.0,4.0,5.0,3.0,8.0
MedianIntegrationExtractionTask2.3,4.0,5.0,9.0,8.0,4.0,3.0,5.0,9.0,4.0,8.0,2.0,4.0,5.0,3.0,9.0
MedianIntegrationExtractionTask2.4,4.0,5.0,6.0,8.0,4.0,3.0,5.0,9.0,4.0,6.0,2.0,4.0,4.0,3.0,9.0
MedianIntegrationExtractionTask2.5,4.0,5.0,6.0,8.0,4.0,3.0,5.0,9.0,3.0,5.0,1.5,4.0,4.0,3.0,10.0
MedianIntegrationExtractionTask2.6,5.0,5.0,6.0,8.0,4.0,3.0,5.0,7.0,3.0,6.0,1.0,4.0,5.0,3.0,10.0
MedianIntegrationExtractionTask2.7,5.0,5.5,6.0,8.0,4.0,3.0,5.0,8.0,3.0,6.0,1.0,4.0,5.0,3.0,10.0
MedianIntegrationExtractionTask2.8,5.0,6.0,6.0,8.0,4.0,3.0,5.0,9.0,3.0,6.0,1.0,4.0,5.0,3.0,9.0
MedianIntegrationExtractionTask2.9,5.0,6.0,6.5,8.0,4.0,3.0,5.0,9.0,3.0,6.0,1.0,4.0,6.0,3.0,9.0
MedianIntegrationExtractionTask3.0,6.0,6.0,7.0,8.0,4.0,3.0,5.0,9.0,3.0,5.0,1.0,4.0,3.0,3.0,9.0
ThresholdAverageExtractionTask1.5,15.0,15.0,14.0,31.6,21.0,18.0,19.9,15.0,14.0,19.0,10.4,21.0,22.9,15.4,15.0
ThresholdAverageExtractionTask1.6,13.9,14.6,13.4,25.6,17.7,14.5,15.3,14.4,11.9,18.2,9.9,18.7,19.0,15.5,15.0
ThresholdAverageExtractionTask1.7,4.6,7.4,6.6,14.1,6.6,10.6,6.2,4.7,7.8,11.0,10.0,6.1,7.9,15.3,11.0
ThresholdAverageExtractionTask1.8,5.0,3.9,1.8,2.7,3.1,7.4,2.5,4.7,4.3,3.0,9.3,7.3,6.6,15.2,2.5
ThresholdAverageExtractionTask1.9,5.3,2.3,1.6,4.8,4.1,6.8,2.8,4.6,6.3,3.0,8.3,6.7,5.2,15.1,1.4
ThresholdAverageExtractionTask2.0,4.2,4.0,11.0,6.8,3.0,6.0,2.2,3.3,5.3,2.5,7.8,6.4,6.8,14.8,1.2
ThresholdAverageExtractionTask2.1,2.7,5.1,11.0,7.0,4.5,5.5,1.5,4.9,5.3,1.0,7.3,7.3,6.0,14.2,1.0
ThresholdAverageExtractionTask2.2,2.4,5.4,11.0,6.5,4.5,6.0,3.4,4.4,5.3,1.9,6.8,7.1,4.3,13.5,1.5
ThresholdAverageExtractionTask2.3,2.2,6.3,10.0,7.9,4.5,5.2,4.7,5.2,3.3,1.6,6.9,6.6,1.9,12.6,1.3
ThresholdAverageExtractionTask2.4,2.2,6.1,7.0,7.8,5.0,2.2,4.8,5.7,3.3,1.3,6.0,7.2,2.1,11.4,1.1
ThresholdAverageExtractionTask2.5,1.6,4.7,7.0,6.9,5.7,2.6,5.0,3.5,2.3,1.0,4.6,6.5,1.6,11.1,1.7
ThresholdAverageExtractionTask2.6,2.1,3.9,7.0,7.2,4.6,3.1,4.8,3.9,2.3,1.7,3.4,6.1,1.3,8.4,1.5
ThresholdAverageExtractionTask2.7,2.1,5.3,7.0,7.3,3.8,2.1,4.4,3.5,2.3,2.6,2.5,5.5,2.5,6.0,1.6
ThresholdAverageExtractionTask2.8,2.1,4.0,7.0,7.4,3.4,2.2,4.1,3.7,2.3,3.1,2.5,3.8,1.9,5.4,8.0
ThresholdAverageExtractionTask2.9,2.9,3.7,7.0,7.0,2.5,2.3,3.7,4.2,2.3,1.8,3.0,3.7,1.9,4.4,8.0
ThresholdAverageExtractionTask3.0,2.2,4.6,7.0,8.2,1.5,1.5,3.2,1.7,2.3,4.0,3.6,2.9,0.6,3.2,8.0
ThresholdMedianIntegrationExtractionTask1.5,3.0,5.0,7.0,18.0,10.0,4.0,11.0,6.0,7.0,13.0,3.0,9.0,9.0,4.0,6.0
ThresholdMedianIntegrationExtractionTask1.6,2.0,5.0,7.0,18.0,10.0,4.0,11.0,6.0,7.0,13.0,3.0,9.0,9.0,4.0,6.0
ThresholdMedianIntegrationExtractionTask1.7,2.0,5.0,7.0,18.0,10.0,4.0,11.0,7.0,7.0,13.0,2.0,8.0,9.0,4.0,6.0
ThresholdMedianIntegrationExtractionTask1.8,3.0,5.0,7.0,8.0,6.0,4.0,7.0,7.0,6.0,14.0,2.0,8.0,9.0,4.0,6.0
ThresholdMedianIntegrationExtractionTask1.9,4.0,5.0,6.0,7.0,6.0,3.0,7.0,7.0,7.0,12.0,2.0,4.0,8.0,3.0,4.0
ThresholdMedianIntegrationExtractionTask2.0,4.0,5.0,6.0,7.0,4.0,3.0,5.0,8.0,6.0,12.0,2.0,4.0,5.0,3.0,5.0
ThresholdMedianIntegrationExtractionTask2.1,4.0,5.0,8.0,7.0,4.0,3.0,4.0,9.0,6.0,10.0,2.0,4.0,5.0,3.0,7.0
ThresholdMedianIntegrationExtractionTask2.2,4.0,5.0,8.0,7.0,4.0,3.0,4.0,9.0,6.0,8.0,2.0,4.0,5.0,3.0,8.0
ThresholdMedianIntegrationExtractionTask2.3,4.0,5.0,9.0,8.0,4.0,3.0,5.0,9.0,4.0,8.0,2.0,4.0,5.0,3.0,9.0
ThresholdMedianIntegrationExtractionTask2.4,4.0,5.0,6.0,8.0,4.0,3.0,5.0,9.0,4.0,6.0,2.0,4.0,4.0,3.0,9.0
ThresholdMedianIntegrationExtractionTask2.5,4.0,5.0,6.0,8.0,4.0,3.0,5.0,9.0,3.0,5.0,1.5,4.0,4.0,3.0,10.0
ThresholdMedianIntegrationExtractionTask2.6,5.0,5.0,6.0,8.0,4.0,3.0,5.0,7.0,3.0,6.0,1.0,4.0,5.0,3.0,10.0
ThresholdMedianIntegrationExtractionTask2.7,5.0,5.5,6.0,8.0,4.0,3.0,5.0,8.0,3.0,6.0,1.0,4.0,5.0,3.0,10.0
ThresholdMedianIntegrationExtractionTask2.8,5.0,6.0,6.0,8.0,4.0,3.0,5.0,9.0,3.0,6.0,1.0,4.0,5.0,3.0,9.0
ThresholdMedianIntegrationExtractionTask2.9,5.0,6.0,6.5,8.0,4.0,3.0,5.0,9.0,3.0,6.0,1.0,4.0,6.0,3.0,9.0
ThresholdMedianIntegrationExtractionTask3.0,6.0,6.0,7.0,8.0,4.0,3.0,5.0,9.0,3.0,5.0,1.0,4.0,3.0,3.0,9.0
